budget,evidence_block,arm,method,sources,planned,valid,missing,empty_observations,expected_coverage,all_arm_budgets_matched,MAE2,MAE2_MCSE,ProfileMAE,ProfileMAE_MCSE,valid_fraction,valid_fraction_MCSE
0.5,dar_a0,S1,extratrees_pooled,2,6,6,0,0,0.49952656441269416,True,0.02312538240213899,0.006725774215503051,0.011131143511021211,0.0007825581340082946,1.0,0.0
0.5,dar_a0,S1,extratrees_real_only,2,6,6,0,0,0.49952656441269416,True,0.01709315630706828,0.005226023812011126,0.04041457143038149,0.0005011055342740258,1.0,0.0
0.5,dar_a0,S1,qwen_thinking,2,18,18,0,0,0.49952656441269416,True,0.01347215649204232,0.0032242516640625086,0.004847815503899322,0.0007882780936825871,1.0,0.0
0.5,dar_a0,S1,qwen_nonthinking,2,18,18,0,0,0.49952656441269416,True,0.3417933990635132,0.03333560177466446,0.25698509403184266,0.02606685078555795,1.0,0.0
0.5,dar_a0,S2,plugin,2,6,6,0,0,0.49952656441269416,True,0.01058492651959948,0.0028810145274702948,0.004020342095049643,0.0005324891740179394,1.0,0.0
0.5,dar_a0,S2,primary_corrector,2,6,6,0,0,0.49952656441269416,True,0.009932337406892543,0.00043790501064471334,0.003993668132546898,0.00022605477642744943,1.0,0.0
0.5,dar_a0,S2,median,2,6,6,0,0,0.49952656441269416,True,0.03677670046381365,0.0,0.03508417697610491,0.0,1.0,0.0
0.5,dar_a0,S2,extratrees_pooled,2,6,6,0,0,0.49952656441269416,True,0.023040818992240385,0.0028674566659133488,0.011315090019197005,0.00028840999929672143,1.0,0.0
0.5,dar_a0,S2,extratrees_real_only,2,6,6,0,0,0.49952656441269416,True,0.015922899394504097,0.0039046211714262734,0.040500236617906235,0.000527144966140406,1.0,0.0
0.5,dar_a0,S2,qwen_thinking,2,18,18,0,0,0.49952656441269416,True,0.009514284947278977,0.0018195964482003587,0.004150281175280852,0.0002994991025051165,1.0,0.0
