evidence_block,arm,method,graphs,MAE2,MAE2_se,ProfileMAE,ProfileMAE_se,signed_rho2,signed_rho2_se,worst_graph_AE2,paired_vs_corrector,paired_vs_corrector_se,paired_vs_plugin,paired_vs_plugin_se
real,B,corrector,8,0.06802938318007869,0.024194734271948518,0.04659072456485626,0.01140589733237476,0.03550097697865712,0.03261963833437837,0.1796938675214708,,,-0.08788692682686688,0.0374783693408883
real,B,median,8,0.2396987696760392,0.03651749614287755,0.11015221734076834,0.014439463003087996,0.05898958163993918,0.0951017666307049,0.41577956759326407,0.1716693864959605,0.049242154406600507,0.08378245966909362,0.0707297278743032
real,B,extratrees_pooled,8,0.06254545928736459,0.01724188288521935,0.0348234862321152,0.007234858294421616,0.023193242473731678,0.02781095024141139,0.13062010841642455,-0.005483923892714097,0.028712370005083757,-0.09337085071958098,0.04442143264859857
real,B,extratrees_real_only,8,0.08177101442076581,0.018017121357935158,0.04045731174047884,0.00746475075415096,-0.009921368412836605,0.03557764523325566,0.17694922247209824,0.013741631240687127,0.03068044202854505,-0.07414529558617976,0.032941353033073405
real,B,mixture,8,0.06514118029565334,0.020750137089683863,0.038133471788537696,0.011791824017300525,-0.033605971893107205,0.029528781288669047,0.15869350975043042,-0.0028882028844253414,0.028166804249291737,-0.09077512971129223,0.030389747094099168
surrogate,R,plugin,8,0.012181937599449775,0.002461706117467561,0.011602338368230243,0.002571859538659857,-0.0059768262948089205,0.0036260988098701344,0.02249534841064882,0.0,0.0,,
surrogate,R,corrector,8,0.012181937599449775,0.002461706117467561,0.011602338368230243,0.002571859538659857,-0.0059768262948089205,0.0036260988098701344,0.02249534841064882,,,0.0,0.0
surrogate,R,median,8,0.3153450555004878,0.060593124731580725,0.24773810042408972,0.06116946752334665,-0.1956569234236315,0.11139476757278478,0.5448165870528993,0.303163117901038,0.06060075369286851,0.303163117901038,0.06060075369286851
surrogate,R,extratrees_pooled,8,0.026159713784564054,0.004831949780295956,0.03625629816259951,0.00785058569326498,0.00292935020621141,0.010559364013013094,0.04447688639762404,0.013977776185114274,0.006071087892139015,0.013977776185114274,0.006071087892139015
surrogate,R,extratrees_real_only,8,0.1257591237018821,0.03167541119792888,0.11530744242210295,0.033505438736963794,-0.10884740125932879,0.0396243994532315,0.28533633547791465,0.11357718610243231,0.03067777316384118,0.11357718610243231,0.03067777316384118
surrogate,S1,plugin,8,0.05554303994760698,0.022939198213731433,0.04293549082668228,0.01659878466649288,0.04975264756377348,0.024679427687110015,0.20661439896867714,0.0,0.0,,
surrogate,S1,corrector,8,0.05554303994760698,0.022939198213731433,0.04293549082668228,0.01659878466649288,0.04975264756377348,0.024679427687110015,0.20661439896867714,,,0.0,0.0
surrogate,S1,median,8,0.3153450555004878,0.060593124731580725,0.24773810042408972,0.06116946752334665,-0.1956569234236315,0.11139476757278478,0.5448165870528993,0.2598020155528808,0.07792452708847528,0.2598020155528808,0.07792452708847528
surrogate,S1,extratrees_pooled,8,0.04411273367480796,0.014102328171902798,0.04596015771961328,0.010277681311237599,0.041217342480564904,0.015300301638415224,0.12132030374702052,-0.011430306272799015,0.015142958589463067,-0.011430306272799015,0.015142958589463067
surrogate,S1,extratrees_real_only,8,0.1347624464962578,0.02850368609281595,0.1272897264581189,0.029752332461536232,-0.09076056848726637,0.04722386962977439,0.28527684904363687,0.07921940654865081,0.04059955089419232,0.07921940654865081,0.04059955089419232
surrogate,S1,design_reference,8,0.022620426190754196,0.006654799412924815,0.017128124140770248,0.003469209097051614,-0.0064116795091092894,0.007154229943971425,0.06110042137815156,-0.03292261375685278,0.017296519410682224,-0.03292261375685278,0.017296519410682224
surrogate,S2,plugin,8,0.05554303994760698,0.022939198213731433,0.04293549082668228,0.01659878466649288,0.04975264756377348,0.024679427687110015,0.20661439896867714,0.03292261375693195,0.017296519410682644,,
