substrate,family,rho_target,rep,hub_bias,rho_headline,strategy,walk_seed,budget,n_observed_events,n_restarts,unique_nodes,unique_edges,edge_revisit_rate,deg_mean_visited,deg_max_visited,discovery_rate_first_half,discovery_rate_second_half,return_time_steps_mean,walk_rho_plugin,share_edges_multi_observed,walk_rho_conditional,mean_windows_per_observed_edge,mean_window_gap_revisits,windows_covered_frac,step_dt_mean,step_dt_median
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,time_agnostic_t,1,50,49,1,42,44,0.10204081632653061,30.976190476190474,509.0,0.875,0.92,1.4,0.045454545454545456,0.09090909090909091,0.5,1.0454545454545454,3.0,1.0,,
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,time_agnostic_t,1,100,99,1,80,88,0.11111111111111116,24.225,509.0,0.8979591836734694,0.88,3.3636363636363638,0.03409090909090909,0.11363636363636363,0.3,1.0340909090909092,2.3333333333333335,1.0,,
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,time_agnostic_t,1,200,199,1,152,177,0.11055276381909551,18.31578947368421,509.0,0.8888888888888888,0.89,13.0,0.022598870056497175,0.096045197740113,0.23529411764705882,1.0225988700564972,2.5,1.0,,
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,time_agnostic_t,1,400,399,1,266,344,0.1378446115288221,14.864661654135338,509.0,0.8894472361809045,0.835,38.36363636363637,0.029069767441860465,0.12790697674418605,0.22727272727272727,1.0319767441860466,2.2,1.0,,
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,time_agnostic_t,1,800,799,1,438,669,0.16270337922403,12.60730593607306,509.0,0.8621553884711779,0.8125,84.81538461538462,0.026905829596412557,0.16292974588938713,0.1651376146788991,1.0298953662182362,2.3333333333333335,1.0,,
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,time_agnostic_t,1,1600,1599,1,665,1242,0.22326454033771104,11.054135338345864,509.0,0.83729662077597,0.71625,241.46498599439775,0.043478260869565216,0.22705314009661837,0.19148936170212766,1.0450885668276972,2.111111111111111,1.0,,
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,time_agnostic_t,1,3200,3199,1,862,2149,0.3282275711159738,10.097447795823665,509.0,0.776735459662289,0.566875,633.8561904761905,0.07119590507212657,0.34108887854816194,0.208731241473397,1.0749185667752443,2.052287581699346,1.0,,
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,time_respecting,0,50,38,12,40,28,0.26315789473684215,23.675,509.0,0.8947368421052632,0.5789473684210527,1.0,0.0,0.25,0.0,1.0,,0.6,0.136610857308932,0.0830449531923737
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,time_respecting,0,100,77,23,75,56,0.2727272727272727,19.266666666666666,509.0,0.7368421052631579,0.717948717948718,2.761904761904762,0.017857142857142856,0.25,0.07142857142857142,1.0178571428571428,2.0,0.8,0.14183346098642258,0.07626804463679376
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,time_respecting,0,200,154,46,140,111,0.27922077922077926,16.085714285714285,509.0,0.7272727272727273,0.7142857142857143,10.534883720930232,0.009009009009009009,0.24324324324324326,0.037037037037037035,1.009009009009009,2.0,0.8,0.1361322260614559,0.06311345776685678
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,time_respecting,0,400,312,88,249,218,0.3012820512820513,13.919678714859439,509.0,0.7115384615384616,0.6858974358974359,35.40425531914894,0.01834862385321101,0.28440366972477066,0.06451612903225806,1.018348623853211,1.25,1.0,0.132964441383686,0.04831618504059987
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,time_respecting,0,800,630,170,433,424,0.32698412698412693,12.309468822170901,509.0,0.7015873015873015,0.6444444444444445,87.89805825242719,0.025943396226415096,0.2665094339622642,0.09734513274336283,1.025943396226415,1.3636363636363635,1.0,0.1283784530405066,0.05235637876334298
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,time_respecting,0,1600,1258,342,647,744,0.40858505564387915,10.930448222565687,509.0,0.6740858505564388,0.5087440381558028,171.90856031128405,0.02956989247311828,0.32661290322580644,0.09053497942386832,1.0295698924731183,1.3181818181818181,1.0,0.12716544721136225,0.05235637876334298
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,time_respecting,0,3200,2526,674,829,1163,0.5395882818685669,10.050663449939686,509.0,0.5898653998416469,0.3309580364212193,354.82245047688923,0.05331040412725709,0.41530524505588995,0.12836438923395446,1.0533104041272572,1.4193548387096775,1.0,0.1226803271568266,0.05098208278599159
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,time_respecting,1,50,39,11,32,26,0.33333333333333337,34.875,509.0,0.7368421052631579,0.6,6.846153846153846,0.0,0.3076923076923077,0.0,1.0,,0.4,0.11044418139770329,0.027319444248312785
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,time_respecting,1,100,79,21,72,57,0.2784810126582279,23.041666666666668,509.0,0.6666666666666666,0.775,4.454545454545454,0.0,0.2807017543859649,0.0,1.0,,0.4,0.09885655073286655,0.026212986411455974
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,time_respecting,1,200,161,39,136,117,0.27329192546583847,17.74264705882353,509.0,0.725,0.7283950617283951,3.727272727272727,0.0,0.26495726495726496,0.0,1.0,,1.0,0.10583737066488524,0.024656151056052233
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,time_respecting,1,400,323,77,243,225,0.3034055727554179,15.37448559670782,509.0,0.7267080745341615,0.6666666666666666,15.959183673469388,0.017777777777777778,0.29333333333333333,0.06060606060606061,1.0177777777777777,1.25,1.0,0.10968945874901445,0.03707797327090523
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,time_respecting,1,800,642,158,411,405,0.3691588785046729,12.732360097323602,509.0,0.6947040498442367,0.5669781931464174,64.62025316455696,0.03209876543209877,0.3160493827160494,0.1015625,1.0345679012345679,1.4615384615384615,1.0,0.11544834476993848,0.04118270519911438
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,time_respecting,1,1600,1280,320,634,719,0.43828124999999996,11.009463722397477,509.0,0.6296875,0.49375,175.47058823529412,0.04450625869262865,0.3463143254520167,0.1285140562248996,1.0458970792767732,1.5,1.0,0.12061526061911203,0.04214371538761463
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,time_respecting,1,3200,2542,658,823,1149,0.547993705743509,10.176184690157958,509.0,0.5625491738788355,0.34146341463414637,328.8133524766691,0.058311575282854654,0.4255874673629243,0.13701431492842536,1.0600522193211488,1.462686567164179,1.0,0.11879575525767784,0.04506424554378158
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,recency_biased,0,50,41,9,38,33,0.19512195121951215,30.42105263157895,509.0,0.7,0.9047619047619048,1.0,0.0,0.18181818181818182,0.0,1.0,,0.8,0.09507927117271307,0.0707087280045352
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,recency_biased,0,100,84,16,69,64,0.23809523809523814,23.92753623188406,509.0,0.7857142857142857,0.7380952380952381,2.85,0.015625,0.25,0.0625,1.015625,1.0,1.0,0.08178209304530694,0.052685618083697455
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,recency_biased,0,200,173,27,129,129,0.2543352601156069,19.124031007751938,509.0,0.7674418604651163,0.7241379310344828,6.25,0.023255813953488372,0.24031007751937986,0.0967741935483871,1.0232558139534884,1.6666666666666667,1.0,0.07581232545191263,0.03364797024314359
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,recency_biased,0,400,339,61,223,233,0.3126843657817109,15.085201793721973,509.0,0.757396449704142,0.6176470588235294,31.87735849056604,0.04291845493562232,0.3090128755364807,0.1388888888888889,1.0429184549356223,1.5,1.0,0.0753455146095063,0.04083652022741879
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,recency_biased,0,800,678,122,395,450,0.33628318584070793,12.655696202531646,509.0,0.6873156342182891,0.640117994100295,79.64035087719299,0.044444444444444446,0.3244444444444444,0.136986301369863,1.0444444444444445,1.3,1.0,0.07684670684071061,0.04334235844522216
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,recency_biased,0,1600,1358,242,627,826,0.3917525773195877,10.985645933014354,509.0,0.6642120765832106,0.5522827687776142,188.1315789473684,0.05811138014527845,0.3498789346246973,0.16608996539792387,1.0605326876513317,1.4583333333333333,1.0,0.07952465566335501,0.04507377779158095
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,recency_biased,0,3200,2742,458,829,1408,0.486506199854121,10.138721351025332,509.0,0.6053975200583516,0.4215900802334063,377.98125937031483,0.09161931818181818,0.4318181818181818,0.21217105263157895,1.0965909090909092,1.7054263565891472,1.0,0.07760189203515301,0.04227865701095085
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,recency_biased,1,50,43,7,42,36,0.16279069767441856,16.023809523809526,141.0,0.8095238095238095,0.8636363636363636,1.0,0.0,0.16666666666666666,0.0,1.0,,0.8,0.05580601765515265,0.03675590188129607
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,recency_biased,1,100,86,14,77,67,0.22093023255813948,22.4025974025974,509.0,0.8372093023255814,0.7209302325581395,4.0,0.029850746268656716,0.19402985074626866,0.15384615384615385,1.0298507462686568,1.5,1.0,0.07518153036453981,0.04741924360510419
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,recency_biased,1,200,171,29,135,121,0.29239766081871343,18.014814814814816,509.0,0.7764705882352941,0.6395348837209303,4.18,0.04132231404958678,0.2809917355371901,0.14705882352941177,1.0413223140495869,1.2,1.0,0.07098506359577368,0.040558696041255726
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,recency_biased,1,400,349,51,235,238,0.3180515759312321,15.306382978723404,509.0,0.7068965517241379,0.6571428571428571,26.414414414414413,0.037815126050420166,0.31092436974789917,0.12162162162162163,1.0378151260504203,1.6666666666666667,1.0,0.0678884567679209,0.03717703919542392
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,recency_biased,1,800,687,113,398,446,0.35080058224163024,12.633165829145728,509.0,0.6822157434402333,0.6162790697674418,52.95850622406639,0.06053811659192825,0.3475336322869955,0.17419354838709677,1.062780269058296,1.6296296296296295,1.0,0.06736470899898482,0.03724288134330078
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,recency_biased,1,1600,1374,226,630,848,0.3828238719068413,11.247619047619047,509.0,0.6491994177583698,0.5851528384279476,151.4315589353612,0.06839622641509434,0.3408018867924528,0.20069204152249134,1.0731132075471699,1.6551724137931034,1.0,0.07219116857040528,0.04008232763745155
lfr,lfr_fam5,0.3634937503143561,0,False,0.3635784105397365,recency_biased,1,3200,2745,455,829,1443,0.47431693989071033,10.174909529553679,509.0,0.6166180758017493,0.43481427530954114,376.28648233486945,0.09286209286209286,0.41995841995842,0.22112211221122113,1.1004851004851004,1.7611940298507462,1.0,0.07312853481332493,0.040302628045587485
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic,0,50,49,1,41,40,0.18367346938775508,23.146341463414632,509.0,0.7916666666666666,0.84,1.2222222222222223,,,,,,,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic,0,100,99,1,82,86,0.13131313131313127,16.841463414634145,509.0,0.8163265306122449,0.92,1.6923076923076923,,,,,,,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic,0,200,199,1,152,169,0.1507537688442211,15.43421052631579,509.0,0.8686868686868687,0.83,3.933333333333333,,,,,,,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic,0,400,399,1,278,346,0.1328320802005013,14.0,509.0,0.8492462311557789,0.885,8.320754716981131,,,,,,,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic,0,800,799,1,452,662,0.17146433041301623,12.351769911504425,509.0,0.8671679197994987,0.79,92.5985401459854,,,,,,,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic,0,1600,1599,1,666,1222,0.2357723577235772,11.076576576576576,509.0,0.8285356695869838,0.7,245.45888594164455,,,,,,,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic,0,3200,3199,1,868,2174,0.32041262894654576,10.084101382488479,509.0,0.7642276422764228,0.595,614.7151219512195,,,,,,,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic,1,50,49,1,37,41,0.16326530612244894,26.18918918918919,509.0,0.8333333333333334,0.84,1.0,,,,,,,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic,1,100,99,1,75,84,0.1515151515151515,22.92,509.0,0.8367346938775511,0.86,4.466666666666667,,,,,,,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic,1,200,199,1,148,176,0.11557788944723613,17.33783783783784,509.0,0.8484848484848485,0.92,6.434782608695652,,,,,,,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic,1,400,399,1,260,333,0.16541353383458646,14.961538461538462,509.0,0.8844221105527639,0.785,20.727272727272727,,,,,,,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic,1,800,799,1,434,661,0.17271589486858574,12.852534562211982,509.0,0.8345864661654135,0.82,58.81159420289855,,,,,,,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic,1,1600,1599,1,666,1215,0.2401500938086304,11.085585585585585,509.0,0.8272841051314143,0.6925,231.00260416666666,,,,,,,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic,1,3200,3199,1,857,2145,0.3294779618630822,10.085180863477246,509.0,0.7598499061913696,0.58125,600.8187855787477,,,,,,,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic_t,0,50,49,1,43,46,0.061224489795918324,24.72093023255814,509.0,0.9583333333333334,0.92,1.0,0.021739130434782608,0.06521739130434782,0.3333333333333333,1.0217391304347827,2.0,1.0,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic_t,0,100,99,1,83,90,0.09090909090909094,22.698795180722893,509.0,0.9387755102040817,0.88,1.3333333333333333,0.03333333333333333,0.1,0.3333333333333333,1.0333333333333334,2.0,1.0,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic_t,0,200,199,1,153,175,0.12060301507537685,17.830065359477125,509.0,0.9090909090909091,0.85,1.375,0.04,0.11428571428571428,0.35,1.04,2.142857142857143,1.0,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic_t,0,400,399,1,272,339,0.15037593984962405,14.981617647058824,509.0,0.8793969849246231,0.82,25.2,0.04129793510324484,0.1504424778761062,0.27450980392156865,1.0412979351032448,2.0714285714285716,1.0,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic_t,0,800,799,1,436,647,0.1902377972465582,12.61697247706422,509.0,0.849624060150376,0.77,114.94736842105263,0.05409582689335394,0.19319938176197837,0.28,1.0556414219474497,2.2,1.0,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic_t,0,1600,1599,1,644,1217,0.23889931207004378,11.149068322981366,509.0,0.8097622027534418,0.7125,262.82984293193715,0.05505341002465078,0.23336072308956451,0.23591549295774647,1.0591618734593262,2.1940298507462686,1.0,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic_t,0,3200,3199,1,861,2122,0.3366677086589559,10.05574912891986,509.0,0.7611006879299562,0.565625,595.0519962859796,0.08105560791705937,0.3609802073515551,0.2245430809399478,1.085296889726673,2.063953488372093,1.0,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic_t,1,50,49,1,42,43,0.12244897959183676,32.357142857142854,509.0,0.8333333333333334,0.92,1.0,0.023255813953488372,0.11627906976744186,0.2,1.0232558139534884,1.0,1.0,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic_t,1,100,99,1,80,86,0.13131313131313127,24.1,509.0,0.8775510204081632,0.86,1.0,0.011627906976744186,0.13953488372093023,0.08333333333333333,1.0116279069767442,1.0,1.0,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic_t,1,200,199,1,152,175,0.12060301507537685,19.361842105263158,509.0,0.8686868686868687,0.89,5.458333333333333,0.017142857142857144,0.12,0.14285714285714285,1.0171428571428571,1.6666666666666667,1.0,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic_t,1,400,399,1,271,344,0.1378446115288221,15.088560885608857,509.0,0.8793969849246231,0.845,15.127272727272727,0.01744186046511628,0.13953488372093023,0.125,1.0174418604651163,2.0,1.0,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic_t,1,800,799,1,437,664,0.16896120150187732,12.759725400457667,509.0,0.8621553884711779,0.8,82.22962962962963,0.030120481927710843,0.1716867469879518,0.17543859649122806,1.0301204819277108,2.1,1.0,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic_t,1,1600,1599,1,659,1223,0.23514696685428393,11.013657056145675,509.0,0.8310387984981227,0.69875,283.86170212765956,0.044153720359771054,0.2436631234668847,0.18120805369127516,1.044971381847915,2.0555555555555554,1.0,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_agnostic_t,1,3200,3199,1,859,2111,0.3401062832135042,10.027939464493597,509.0,0.7648530331457161,0.555,669.8216911764706,0.0738986262434865,0.3604926575082899,0.2049934296977661,1.0767408810990051,2.0576923076923075,1.0,,
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_respecting,0,50,35,15,45,30,0.1428571428571429,25.244444444444444,509.0,0.8235294117647058,0.8888888888888888,1.0,0.0,0.16666666666666666,0.0,1.0,,0.4,0.13382622686747628,0.06123172538599553
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_respecting,0,100,74,26,79,60,0.18918918918918914,19.746835443037973,509.0,0.8378378378378378,0.7837837837837838,2.5,0.016666666666666666,0.23333333333333334,0.07142857142857142,1.0166666666666666,2.0,1.0,0.13462632499366842,0.06137091033086474
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_respecting,0,200,155,45,148,119,0.23225806451612907,16.87162162162162,509.0,0.8051948051948052,0.7307692307692307,7.25,0.025210084033613446,0.2773109243697479,0.09090909090909091,1.0252100840336134,1.3333333333333333,1.0,0.12943349056246792,0.05534640265196922
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_respecting,0,400,312,88,270,235,0.2467948717948718,14.077777777777778,509.0,0.7692307692307693,0.7371794871794872,22.51948051948052,0.02127659574468085,0.23829787234042554,0.08928571428571429,1.0212765957446808,1.4,1.0,0.11959104027105763,0.05329191169010189
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_respecting,0,800,628,172,445,425,0.3232484076433121,12.415730337078651,509.0,0.7484076433121019,0.6050955414012739,69.63054187192118,0.018823529411764704,0.31058823529411766,0.06060606060606061,1.0188235294117647,1.25,1.0,0.11910491228795063,0.05140093650721578
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_respecting,0,1600,1251,349,654,727,0.41886490807354115,11.035168195718654,509.0,0.6752,0.48722044728434505,174.24618320610688,0.024759284731774415,0.3425034387895461,0.07228915662650602,1.0247592847317744,1.2777777777777777,1.0,0.12465556627859418,0.05348637415222379
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_respecting,0,3200,2519,681,822,1150,0.5434696308058753,10.223844282238442,509.0,0.5822081016679904,0.33095238095238094,353.1767713659606,0.050434782608695654,0.45304347826086955,0.11132437619961612,1.0530434782608695,1.4827586206896552,1.0,0.12303431122471205,0.05098280796240118
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_respecting,1,50,41,9,38,31,0.24390243902439024,29.657894736842106,509.0,0.7,0.8095238095238095,1.2,0.0,0.1935483870967742,0.0,1.0,,0.8,0.09975014838116575,0.03642687927831889
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_respecting,1,100,81,19,76,64,0.2098765432098766,21.32894736842105,509.0,0.75,0.8292682926829268,1.5294117647058822,0.0,0.203125,0.0,1.0,,1.0,0.11721844520769673,0.04095948729773535
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_respecting,1,200,157,43,148,119,0.2420382165605095,17.10810810810811,509.0,0.7948717948717948,0.7215189873417721,5.605263157894737,0.0,0.23529411764705882,0.0,1.0,,1.0,0.1327876181958392,0.06312483471810959
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_respecting,1,400,316,84,271,234,0.259493670886076,14.302583025830259,509.0,0.759493670886076,0.7215189873417721,17.402439024390244,0.0,0.23931623931623933,0.0,1.0,,1.0,0.13132950964929774,0.060178981249223495
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_respecting,1,800,633,167,433,419,0.3380726698262243,12.274826789838338,509.0,0.740506329113924,0.583596214511041,75.61682242990655,0.01909307875894988,0.29832935560859186,0.064,1.0190930787589498,1.5,1.0,0.126666453811035,0.05315817312225868
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_respecting,1,1600,1261,339,660,744,0.4099920697858842,10.813636363636364,509.0,0.665079365079365,0.5150554675118859,166.70793036750484,0.03763440860215054,0.3333333333333333,0.11290322580645161,1.0416666666666667,1.6071428571428572,1.0,0.1303575516334909,0.05888894853709148
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,time_respecting,1,3200,2520,680,848,1171,0.5353174603174603,10.004716981132075,509.0,0.5896825396825397,0.3396825396825397,363.42031134173465,0.05123825789923143,0.4269854824935952,0.12,1.053800170794193,1.7,1.0,0.1247636487361316,0.05304444404856512
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,recency_biased,0,50,41,9,38,29,0.29268292682926833,10.236842105263158,35.0,0.8,0.6190476190476191,1.0,0.034482758620689655,0.27586206896551724,0.125,1.0344827586206897,1.0,0.8,0.07600126094507363,0.053928385548925484
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,recency_biased,0,100,85,15,76,63,0.2588235294117647,21.55263157894737,509.0,0.7142857142857143,0.7674418604651163,1.0,0.015873015873015872,0.2698412698412698,0.058823529411764705,1.0158730158730158,1.0,0.8,0.07222216746897521,0.04398327156331183
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,recency_biased,0,200,168,32,144,125,0.25595238095238093,18.03472222222222,509.0,0.75,0.7380952380952381,7.767441860465116,0.024,0.256,0.09375,1.024,1.6666666666666667,1.0,0.07965573421999902,0.04862243055241633
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,recency_biased,0,400,340,60,255,253,0.25588235294117645,14.592156862745098,509.0,0.7470588235294118,0.7411764705882353,20.080459770114942,0.03162055335968379,0.2608695652173913,0.12121212121212122,1.0316205533596838,1.625,1.0,0.07536764567449548,0.04263204209359189
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,recency_biased,0,800,679,121,423,472,0.30486008836524303,12.581560283687944,509.0,0.7433628318584071,0.6470588235294118,66.28502415458937,0.05296610169491525,0.298728813559322,0.1773049645390071,1.055084745762712,1.56,1.0,0.07838674316148311,0.048097090556993294
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,recency_biased,0,1600,1367,233,644,874,0.3606437454279444,11.012422360248447,509.0,0.6954612005856515,0.5833333333333334,156.99391480730222,0.057208237986270026,0.3329519450800915,0.1718213058419244,1.0594965675057209,1.64,1.0,0.07759761072201987,0.04652783626635504
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,recency_biased,0,3200,2737,463,844,1477,0.4603580562659847,10.095971563981042,509.0,0.6396198830409356,0.4397370343316289,383.5309523809524,0.08192281651997292,0.4069058903182126,0.20133111480865223,1.08801624915369,1.628099173553719,1.0,0.07654028781699909,0.044133532921210805
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,recency_biased,1,50,41,9,40,34,0.1707317073170732,24.625,509.0,0.95,0.7142857142857143,1.0,0.029411764705882353,0.17647058823529413,0.16666666666666666,1.0294117647058822,1.0,0.8,0.07269103959451445,0.05402386490819505
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,recency_biased,1,100,85,15,77,73,0.14117647058823535,20.31168831168831,509.0,0.8333333333333334,0.8837209302325582,1.0,0.0136986301369863,0.136986301369863,0.1,1.0136986301369864,1.0,1.0,0.07101265491031666,0.04538564388988653
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,recency_biased,1,200,171,29,138,129,0.24561403508771928,16.91304347826087,509.0,0.8588235294117647,0.6511627906976745,9.857142857142858,0.023255813953488372,0.2248062015503876,0.10344827586206896,1.0232558139534884,1.6666666666666667,1.0,0.0648693367599871,0.03952653382361371
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,recency_biased,1,400,335,65,255,243,0.27462686567164174,14.309803921568628,509.0,0.7604790419161677,0.6904761904761905,21.315217391304348,0.03292181069958848,0.2674897119341564,0.12307692307692308,1.0329218106995885,1.5,1.0,0.06504649825888639,0.03828942925367118
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,recency_biased,1,800,672,128,435,474,0.2946428571428571,12.149425287356323,509.0,0.7261904761904762,0.6845238095238095,59.686868686868685,0.029535864978902954,0.2848101265822785,0.1037037037037037,1.029535864978903,1.6428571428571428,1.0,0.06956448996541875,0.03844912840662085
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,recency_biased,1,1600,1355,245,656,869,0.3586715867158672,10.856707317073171,509.0,0.7060561299852289,0.5766961651917404,158.0082304526749,0.04833141542002301,0.33256616800920596,0.1453287197231834,1.0494821634062141,1.619047619047619,1.0,0.0720775236817405,0.03985500689304189
lfr,lfr_fam5,0.3634937503143561,1,False,0.3635784105397365,recency_biased,1,3200,2704,496,837,1427,0.4722633136094675,10.051373954599761,509.0,0.6405325443786982,0.41494082840236685,392.7431480031323,0.09320252277505256,0.4477925718290119,0.2081377151799687,1.0988086895585143,1.593984962406015,1.0,0.07707669441523365,0.043737621192555615
lfr,lfr_fam5,0.3634937503143561,2,False,0.3635784105397365,time_agnostic,0,50,49,1,42,45,0.08163265306122447,28.428571428571427,509.0,0.9166666666666666,0.92,2.75,,,,,,,,
lfr,lfr_fam5,0.3634937503143561,2,False,0.3635784105397365,time_agnostic,0,100,99,1,79,89,0.101010101010101,21.59493670886076,509.0,0.9183673469387755,0.88,1.9,,,,,,,,
lfr,lfr_fam5,0.3634937503143561,2,False,0.3635784105397365,time_agnostic,0,200,199,1,144,179,0.10050251256281406,17.95138888888889,509.0,0.898989898989899,0.9,19.45,,,,,,,,
lfr,lfr_fam5,0.3634937503143561,2,False,0.3635784105397365,time_agnostic,0,400,399,1,260,344,0.1378446115288221,14.53076923076923,509.0,0.8994974874371859,0.825,58.90909090909091,,,,,,,,
lfr,lfr_fam5,0.3634937503143561,2,False,0.3635784105397365,time_agnostic,0,800,799,1,430,661,0.17271589486858574,12.725581395348836,509.0,0.8621553884711779,0.7925,125.33333333333333,,,,,,,,
lfr,lfr_fam5,0.3634937503143561,2,False,0.3635784105397365,time_agnostic,0,1600,1599,1,674,1242,0.22326454033771104,11.074183976261127,509.0,0.8272841051314143,0.72625,260.7591036414566,,,,,,,,
